date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019/2/13,3337.78,3405.58,3397.03,3329.14,163828336,66.69,2,3296.574,3237.235,3180.692,110629344,93407636.8,86857914.8
2019/2/14,3392.85,3415.4,3402.14,3381.98,151127280,5.11,0.15,3336.676,3261.571,3197.165,123605232,101226901.6,90150690.8
2019/2/15,3391.24,3395.03,3338.7,3335.87,143668608,-63.44,-1.86,3354.936,3276.994,3209.361,135935025.6,107196989.6,93744800
2019/2/18,3366.42,3445.74,3445.74,3366.42,182886096,107.04,3.21,3382.79,3303.19,3228.259,152748556.8,117223356,99583019.6
2019/2/19,3454.72,3480.79,3439.61,3419.07,179083776,-6.13,-0.18,3404.644,3327.754,3243.84,164118819.2,127365900,104098560
2019/2/20,3449.93,3463.77,3451.93,3421.51,147390304,12.32,0.36,3415.624,3356.099,3260.004,160831212.8,135730278.4,107457358.4
2019/2/21,3450.14,3500.25,3442.71,3431.63,180143296,-9.22,-0.27,3423.738,3380.207,3276.568,166634416,145119824,112455779.6
2019/2/22,3439.38,3520.12,3520.12,3417.98,187237968,77.41,2.25,3460.022,3407.479,3294.166,175348288,155641656.8,116619486.4
2019/2/25,3575.85,3729.48,3729.48,3574.69,342557120,209.36,5.95,3516.77,3449.78,3321.358,207282492.8,180015524.8,129051591.2
2019/2/26,3734.71,3762.11,3684.69,3679.27,358038688,-44.79,-1.2,3565.786,3485.215,3348.426,243073475.2,203596147.2,143303999.2
2019/2/27,3682.81,3737.63,3678.39,3638.33,286236032,-6.3,-0.17,3611.078,3513.351,3375.293,270842620.8,215836916.8,154622276.8
2019/2/28,3675.26,3695.46,3669.37,3650.05,184810224,-9.02,-0.24,3656.41,3540.074,3400.823,271776006.4,219205211.2,160216056.4
2019/3/1,3699.22,3749.71,3749.71,3668.77,204710992,80.34,2.19,3702.328,3581.175,3429.085,275270611.2,225309449.6,166253219.6
2019/3/4,3783.04,3886.58,3794.1,3764.78,323490112,44.39,1.18,3715.252,3616.011,3459.601,271457209.6,239369851.2,178296603.6
2019/3/5,3785.38,3816.16,3816.01,3770.79,230853168,21.91,0.58,3741.516,3653.651,3490.703,246020105.6,244546790.4,185956345.2
2019/3/6,3822.86,3855.16,3848.09,3787.52,318077376,32.08,0.84,3775.456,3693.267,3524.683,252388374.4,261615497.6,198672888
2019/3/7,3841.15,3845.18,3808.85,3778.8,329846528,-39.24,-1.02,3803.352,3729.881,3555.044,281395635.2,276585820.8,210852822.4
2019/3/8,3721.4,3774.54,3657.58,3656.19,317990080,-151.27,-3.97,3784.926,3743.627,3575.553,304051452.8,289661032,222651344.4
2019/3/11,3663.98,3731.91,3729.95,3650.81,230912864,72.37,1.98,3772.096,3743.674,3596.727,285536003.2,278496606.4,229256065.6
2019/3/12,3758.32,3804.72,3755.35,3723.68,274926400,25.4,0.68,3759.964,3750.74,3617.978,294350649.6,270185377.6,236890762.4
2019/3/13,3758.71,3763.09,3724.19,3708.81,233682240,-31.16,-0.83,3735.184,3755.32,3634.336,277471622.4,264929998.4,240383457.6
2019/3/14,3710.29,3747.82,3698.49,3673.85,190817232,-25.7,-0.69,3713.112,3758.232,3649.153,249665763.2,265530699.2,242367955.2
2019/3/15,3713.94,3782.24,3745.01,3713.94,175174560,46.52,1.26,3730.598,3757.762,3669.469,221102659.2,262577056,243943252.8
2019/3/18,3753.64,3851.75,3851.75,3733.68,216928048,106.74,2.85,3754.958,3763.527,3689.769,218305696,251920849.6,245645350.4
2019/3/19,3856.59,3868.34,3833.96,3815.22,181727104,-17.79,-0.46,3770.68,3765.322,3709.487,199665836.8,247008243.2,245777516.8
2019/3/20,3825.34,3855.15,3835.44,3790.51,175632096,1.48,0.04,3792.93,3764.057,3728.662,188055808,232763715.2,247189606.4
2019/3/21,3840.28,3864.07,3836.89,3823.47,196310304,1.45,0.04,3820.61,3766.861,3748.371,189154422.4,219410092.8,247997956.8
2019/3/22,3838.13,3845.58,3833.8,3786.59,171356992,-3.09,-0.08,3838.368,3784.483,3764.055,188390908.8,204746784,247203908
2019/3/25,3776.44,3807.18,3742.83,3741.61,198586320,-90.97,-2.37,3816.584,3785.771,3764.723,184722563.2,201514129.6,240005368
2019/3/26,3766.53,3770.84,3700.44,3687.55,173046576,-42.39,-1.13,3789.88,3780.28,3765.51,182986457.6,191326147.2,230755762.4
2019/3/27,3724.41,3750.26,3743.39,3703.45,138758448,42.95,1.16,3771.47,3782.2,3768.76,175611728,181833768,223381883.2
2019/3/28,3731.06,3755.72,3728.4,3710.08,133272128,-14.99,-0.4,3749.772,3785.191,3771.712,163004092.8,176079257.6,220804978.4
2019/3/29,3739.77,3876.38,3872.34,3739.77,215639104,143.94,3.86,3757.48,3797.924,3777.843,171860515.2,180125712,221351384
2019/4/1,3901.17,3982.91,3973.93,3901.17,271382720,101.59,2.62,3803.7,3810.142,3786.835,186419795.2,185571179.2,218746014.4
2019/4/2,3986.34,3988.1,3971.29,3956.51,226000336,-2.64,-0.07,3857.87,3823.875,3794.599,197010547.2,189998502.4,218503372.8
2019/4/3,3947.87,4026.5,4022.16,3939.78,231917360,50.87,1.28,3913.624,3842.547,3803.302,215642329.6,195627028.8,214195372
2019/4/4,4039.74,4072.11,4062.23,4021.71,260410944,40.07,1,3980.39,3865.081,3815.971,241070092.8,202037092.8,210723592.8
2019/4/8,4097.1,4122.6,4057.23,4017.49,267505584,-5,-0.12,4017.368,3887.424,3835.954,251443388.8,211651952,208199368
2019/4/9,4063.81,4084.24,4075.43,4038.28,182956816,18.2,0.45,4037.668,3920.684,3853.228,233758208,210089001.6,205801565.6
2019/4/10,4062.44,4115.38,4085.85,4035.47,194687616,10.42,0.26,4060.58,3959.225,3869.753,227495664,212253105.6,201789626.4
2019/4/11,4083.46,4097.12,3997.58,3990.24,169049648,-88.27,-2.16,4055.664,3984.644,3883.422,214922121.6,215282225.6,198557996.8
2019/4/12,3986.78,4006.93,3988.62,3961.46,135862112,-8.96,-0.22,4040.942,4010.666,3897.929,190012355.2,215541224,195810240.8
2019/4/15,4056.49,4085.39,3975.52,3974.23,182645568,-13.1,-0.33,4024.6,4020.984,3909.454,173040352,212241870.4,196183791.2
2019/4/16,3958.1,4085.79,4085.79,3943.49,202041952,110.27,2.77,4026.672,4032.17,3921.156,176857379.2,205307793.6,195439486.4
2019/4/17,4080.72,4106.62,4087.24,4057.5,180367120,1.45,0.04,4026.95,4043.765,3933.82,173993280,200744472,195371487.2
2019/4/18,4085.11,4094.05,4072.08,4056.24,146562112,-15.16,-0.37,4041.85,4048.757,3945.652,169495772.8,192208947.2,193917988
2019/4/19,4076.3,4120.64,4120.61,4046.2,150794912,48.53,1.19,4068.248,4054.595,3959.838,172482332.8,181247344,191642218.4
2019/4/22,4125.97,4126.09,4025.61,4015.47,189353744,-95,-2.31,4078.266,4051.433,3969.429,173823968,173432160,192542056
2019/4/23,4021.63,4061.09,4019.01,4005.28,155611648,-6.6,-0.16,4064.91,4045.791,3983.238,164537907.2,170697643.2,190393322.4
2019/4/24,4033.63,4044.34,4030.09,3967.81,145498688,11.08,0.28,4053.48,4040.215,3999.72,157564220.8,165778750.4,189015928
2019/4/25,4013.6,4022.56,3941.82,3938.33,159722064,-88.27,-2.19,4027.428,4034.639,4009.642,160196211.2,164845992,190064108.8
2019/4/26,3921.89,3943.83,3889.27,3887.25,142008064,-52.55,-1.33,3981.16,4024.704,4017.685,158438841.6,165460587.2,190500905.6
2019/4/29,3896.58,3953.23,3900.33,3875.45,153870928,11.06,0.28,3956.104,4017.185,4019.085,151342278.4,162583123.2,187412496.8
2019/4/30,3887.18,3923.11,3913.21,3885.15,116233376,12.88,0.33,3934.944,3999.927,4016.049,143466624,154002265.6,179655029.6
2019/5/6,3775.08,3791.61,3684.62,3647.14,197472896,-228.59,-5.84,3865.85,3959.665,4001.715,153861465.6,155712843.2,178228657.6
2019/5/7,3702.27,3738.18,3720.67,3671.83,132847656,36.05,0.98,3821.62,3924.524,3986.641,148486584,154341397.6,173275172.4
2019/5/8,3648.55,3722.93,3667.46,3642.5,112867360,-53.21,-1.43,3777.258,3879.209,3966.902,142658443.2,150548642.4,165897993.2
2019/5/9,3637.35,3656.9,3599.7,3584.82,101037392,-67.76,-1.85,3717.132,3836.618,3944.026,132091736,141717007.2,157574583.6
2019/5/10,3643.06,3732.92,3730.45,3589.29,148003856,130.75,3.63,3680.58,3807.762,3926.777,138445832,140956228,155826935.6
2019/5/13,3675.76,3702.9,3668.73,3658,103391856,-61.72,-1.65,3677.402,3771.626,3905.921,119629624,136745544.8,151262147.6
2019/5/14,3630.44,3683.26,3645.15,3630.44,102313464,-23.58,-0.64,3662.298,3741.959,3888.299,113522785.6,131004684.8,147925338.4
2019/5/15,3674.99,3741.04,3727.09,3674.99,110161768,81.94,2.25,3674.224,3725.741,3875.223,112981667.2,127820055.2,146640321.2
2019/5/16,3720.04,3745.14,3743.96,3707.9,116258272,16.87,0.45,3703.076,3710.104,3863.645,116025843.2,124058789.6,143320956.4
2019/5/17,3744.88,3745.36,3648.76,3637.58,128453240,-95.2,-2.54,3686.738,3683.659,3841.793,112115720,125280776,139641520.8
2019/5/20,3635.74,3644.5,3617.79,3583.83,108963480,-30.97,-0.85,3676.55,3676.976,3818.321,113230044.8,116429834.4,136071338.8
2019/5/21,3619.44,3690.09,3666.78,3610.68,111022920,48.99,1.35,3680.876,3671.587,3798.056,114971936,114247360.8,134294379.2
2019/5/22,3663.15,3679.27,3649.38,3634.75,98346128,-17.4,-0.47,3665.334,3669.779,3774.494,112608808,112795237.6,131671940
2019/5/23,3629.53,3631.47,3583.96,3578.11,99897784,-65.42,-1.79,3633.334,3668.205,3752.412,109336710.4,112681276.8,127199142
2019/5/24,3584.9,3623.39,3593.91,3580.79,80934048,9.95,0.28,3622.364,3654.551,3731.157,99832872,105974296,123465262
2019/5/27,3592.6,3648.03,3637.2,3556.26,108830872,43.29,1.21,3626.246,3651.398,3711.512,99806350.4,106518197.6,121631871.2
2019/5/28,3633.02,3683.23,3672.26,3627.79,117886240,35.06,0.96,3627.342,3654.109,3698.034,101179014.4,108075475.2,119540080
2019/5/29,3642.54,3693.23,3663.91,3637.35,93355440,-8.35,-0.23,3630.248,3647.791,3686.766,100180876.8,106394842.4,117107448.8
2019/5/30,3648.85,3650.97,3641.18,3612.62,94202560,-22.73,-0.62,3641.692,3637.513,3673.809,99041832,104189271.2,114124030.4
2019/5/31,3641,3668.18,3629.79,3627.54,89222264,-11.39,-0.31,3648.868,3635.616,3659.638,100699475.2,100266173.6,112773474.8
2019/6/3,3640.61,3672.81,3632.01,3613.13,100723176,2.22,0.06,3647.83,3637.038,3657.007,99077936,99442143.2,107935988.8
2019/6/4,3632.56,3636.13,3598.47,3584.46,87097096,-33.54,-0.92,3633.072,3630.207,3650.897,92920107.2,97049560.8,105648460.8
2019/6/5,3627.79,3634.45,3597.11,3593.95,88642016,-1.36,-0.04,3619.712,3624.98,3647.38,91977422.4,96079149.6,104437193.6
2019/6/6,3601.04,3601.04,3564.68,3557.02,85534400,-32.43,-0.9,3604.412,3623.052,3645.629,90243790.4,94642811.2,103662044
2019/6/10,3578.01,3623.73,3610.74,3568.28,92375064,46.06,1.29,3600.602,3624.735,3639.643,90874350.4,95786912.8,100880604.4
2019/6/11,3617.52,3723.14,3719.28,3617.52,143482816,108.54,3.01,3618.056,3632.943,3642.171,99426278.4,99252107.2,102885152.4
2019/6/12,3706.86,3711.88,3691.1,3683.94,119178856,-28.18,-0.76,3636.582,3634.827,3644.468,105842630.4,99381368.8,103728422
2019/6/13,3689.58,3697.59,3685.39,3654.27,96331712,-5.71,-0.15,3654.238,3636.975,3642.383,107380569.6,99678996,103036919.2
2019/6/14,3690.48,3709.65,3654.88,3650.91,101817008,-30.51,-0.83,3672.278,3638.345,3637.929,110637091.2,100440440.8,102314856
2019/6/17,3654.44,3683.77,3654.82,3645.5,72976672,-0.06,0,3681.094,3640.848,3638.232,106757412.8,98815881.6,99541027.6
2019/6/18,3661.13,3675.65,3667.62,3638.78,70692264,12.8,0.35,3670.762,3644.409,3640.724,92199302.4,95812790.4,97627466.8
2019/6/19,3761.34,3771.35,3715.94,3715.13,125595720,48.32,1.32,3675.73,3656.156,3643.182,93482675.2,99662652.8,98356106.8
2019/6/20,3718.94,3845.79,3828.52,3717.19,168872064,112.58,3.03,3704.356,3679.297,3652.139,107990745.6,107685657.6,101882403.6
2019/6/21,3832.73,3856.09,3833.94,3817.31,153635152,5.42,0.14,3740.168,3706.223,3664.638,118354374.4,114495732.8,104569272
2019/6/24,3836.31,3853.55,3841.27,3819.77,100084624,7.33,0.19,3777.458,3729.276,3677.006,123775964.8,115266688.8,105526800.8
2019/6/25,3837.43,3838.06,3801.31,3755.01,124075912,-39.96,-1.04,3804.196,3737.479,3685.211,134452694.4,113325998.4,106289052.8
2019/6/26,3779.51,3809.76,3794.33,3771.72,81820280,-6.98,-0.18,3819.874,3747.802,3691.315,125697606.4,109590140.8,104485754.8
2019/6/27,3807.54,3854.08,3834.82,3805.83,105316360,40.49,1.07,3821.134,3762.745,3699.86,112986465.6,110488605.6,105083800.8
2019/6/28,3832.06,3835.23,3825.59,3803.05,84766144,-9.23,-0.24,3819.464,3779.816,3709.081,99212664,108783519.2,104611980
2019/7/1,3899.33,3936.67,3935.81,3886.91,158370352,110.22,2.88,3838.372,3807.915,3724.382,110869809.6,117322887.2,108069384.4
2019/7/2,3931.05,3942.43,3937.17,3918.94,131863504,1.36,0.04,3865.544,3834.87,3739.64,112427328,123440011.2,109626400.8
2019/7/3,3927.44,3927.44,3893.53,3878.84,111992608,-43.64,-1.11,3885.384,3852.629,3754.393,118461793.6,122079700,110871176.4
2019/7/4,3895.2,3906.89,3873.1,3854.69,99342256,-20.43,-0.53,3893.04,3857.087,3768.192,117266972.8,115126719.2,111406188.4
2019/7/5,3875.37,3900.31,3893.2,3857.93,74006528,20.1,0.52,3906.562,3863.013,3784.618,115115049.6,107163856.8,110829794.8
2019/7/8,3875.75,3875.75,3802.79,3775.03,109539080,-90.41,-2.32,3879.958,3859.165,3794.221,105348795.2,108109302.4,111687995.6
2019/7/9,3798.1,3811.1,3793.13,3774.76,74842728,-9.66,-0.25,3851.15,3858.347,3797.913,93944640,103185984,108255991.2
2019/7/10,3807.95,3810.4,3786.74,3774.23,72833944,-6.39,-0.17,3829.792,3857.588,3802.695,86112907.2,102287350.4,105938745.6
2019/7/11,3806.19,3830.74,3785.22,3774.41,75311968,-1.52,-0.04,3812.216,3852.628,3807.687,81306849.6,99286911.2,104887758.4
2019/7/12,3783.07,3820.24,3808.73,3774.52,75465968,23.51,0.62,3795.322,3850.942,3815.379,81598737.6,98356893.6,103570206.4
2019/7/15,3792.64,3844.87,3824.19,3745.85,101205216,15.46,0.41,3799.602,3839.78,3823.848,79931964.8,92640380,104981633.6
2019/7/16,3819.25,3828.33,3806.84,3799.87,80730952,-17.35,-0.45,3802.344,3826.747,3830.809,81109609.6,87527124.8,105483568
2019/7/17,3800.11,3820.27,3804.64,3787.9,95183880,-2.2,-0.06,3805.924,3817.858,3835.244,85579596.8,85846252,103962976
2019/7/18,3793.19,3793.39,3768.4,3768,87496448,-36.24,-0.95,3802.56,3807.388,3832.238,88016492.8,84661671.2,99894195.2
2019/7/19,3787.51,3828.15,3807.96,3787.51,88086152,39.56,1.05,3802.406,3798.864,3830.939,90540529.6,86069633.6,96616745.2
2019/7/22,3813.5,3816.54,3781.68,3765.44,92101376,-26.28,-0.69,3793.904,3796.753,3827.959,88719761.6,84325863.2,96217582.8
2019/7/23,3783.54,3792.96,3789.91,3768.76,71313344,8.23,0.22,3790.518,3796.431,3827.389,86836240,83972924.8,93579454.4
2019/7/24,3803.59,3840.06,3819.83,3803.57,90940680,29.92,0.79,3793.556,3799.74,3828.664,85987600,85783598.4,94035474.4
2019/7/25,3821.39,3851.07,3851.07,3812.95,93740424,31.24,0.82,3810.09,3806.325,3829.477,87236395.2,87626444,93456677.6
2019/7/26,3835.23,3863.59,3858.57,3832.52,83259296,7.5,0.2,3820.212,3811.309,3831.126,86271024,88405776.8,93381335.2
2019/7/29,3857.94,3862.75,3854.27,3842.43,84814368,-4.3,-0.11,3834.73,3814.317,3827.049,84813622.4,86766692,89703536
2019/7/30,3861.57,3890.73,3870.32,3861.57,94123952,16.05,0.42,3850.812,3820.665,3823.706,89375744,88105992,87816558.4
2019/7/31,3856.74,3856.74,3835.36,3830.09,82151152,-34.96,-0.9,3853.918,3823.737,3820.798,87617838.4,86802719.2,86324485.6
2019/8/1,3819.32,3831.26,3803.47,3791.55,84114184,-31.89,-0.83,3844.398,3827.244,3817.316,85692590.4,86464492.8,85563082
2019/8/2,3729.13,3754.53,3747.44,3720.06,108335896,-56.03,-1.47,3822.172,3821.192,3810.028,90707910.4,88489467.2,87279550.4
2019/8/5,3724.41,3739.5,3675.69,3675.69,101325976,-71.75,-1.92,3786.456,3810.593,3803.673,94010232,89411927.2,86868895.2
2019/8/6,3609.11,3649.9,3636.33,3575.86,129833872,-39.36,-1.07,3739.658,3795.235,3795.833,101152216,95263980,89618452.4
2019/8/7,3654.63,3659.08,3621.43,3621.43,84238712,-14.9,-0.41,3696.872,3775.395,3787.568,101569728,94593783.2,90188690.8
2019/8/8,3651.36,3675.46,3669.29,3646.94,88457704,47.86,1.32,3670.036,3757.217,3781.771,102438432,94065511.2,90845977.6
2019/8/9,3686.75,3689.18,3633.53,3628.12,85295584,-35.76,-0.97,3647.254,3734.713,3773.011,97830369.6,94269140,91337458.4
2019/8/12,3647.87,3699.1,3699.1,3643.32,82083056,65.57,1.8,3651.936,3719.196,3766.757,93981785.6,93996008.8,90381350.4
2019/8/13,3675.59,3686.43,3665.75,3658.01,76500304,-33.35,-0.9,3657.82,3698.739,3759.702,83315072,92233644,90169818
2019/8/14,3712.07,3717.56,3682.4,3680.61,91202592,16.65,0.45,3670.014,3683.443,3753.59,84707848,93138788,89970753.6
2019/8/15,3618.01,3694.3,3694,3612.11,88598832,11.6,0.32,3674.956,3672.496,3749.87,84736073.6,93587252.8,90025872.8
2019/8/16,3697.94,3738.1,3710.54,3687.08,88319168,16.54,0.45,3690.358,3668.806,3744.999,85340790.4,91585580,90037523.6
2019/8/19,3736.03,3791.09,3791.09,3720.69,139327024,80.55,2.17,3708.756,3680.346,3745.47,96789584,95385684.8,92398806
2019/8/20,3786.03,3799.9,3787.73,3778.73,108602088,-3.36,-0.09,3733.152,3695.486,3745.361,103209940.8,93262506.4,94263243.2
2019/8/21,3778.31,3792.6,3781.76,3775.45,82299880,-5.97,-0.16,3753.024,3711.519,3743.457,101429398.4,93068623.2,93831203.2
2019/8/22,3793.86,3797.33,3793.51,3771.2,85807792,11.75,0.31,3772.926,3723.941,3740.579,100871190.4,92803632,93434571.6
2019/8/23,3796.88,3829.36,3820.86,3788.03,87954584,27.35,0.72,3794.99,3742.674,3738.694,100798273.6,93069532,93669336
2019/8/26,3756.36,3778.87,3765.91,3753.16,93859264,-54.95,-1.44,3789.954,3749.355,3734.276,91704721.6,94247152.8,94121580.8
2019/8/27,3791.46,3848.24,3816.95,3790.87,124731472,51.04,1.35,3795.798,3764.475,3731.607,94930598.4,99070269.6,95651956.8
2019/8/28,3818.81,3822.59,3802.58,3790.14,88750808,-14.37,-0.38,3799.962,3776.493,3729.968,96220784,98825091.2,95981939.6
2019/8/29,3805.49,3808.6,3790.19,3774.4,84083392,-12.39,-0.33,3799.298,3786.112,3729.304,95875904,98373547.2,95980400
2019/8/30,3816.68,3828.97,3799.59,3778.92,96695152,9.4,0.25,3795.044,3795.017,3731.912,97624017.6,99211145.6,95398362.8
2019/9/2,3803.69,3855.78,3848.32,3799.82,110289344,48.73,1.28,3811.526,3800.74,3740.543,100910033.6,96307377.6,95846531.2
2019/9/3,3852.58,3856.68,3853.61,3833.76,97714624,5.29,0.14,3818.858,3807.328,3751.407,95506664,95218631.2,94240568.8
2019/9/4,3848.65,3886,3886,3846.42,126628616,32.39,0.84,3835.542,3817.752,3764.636,103082225.6,99651504.8,96360064
2019/9/5,3909.21,3970,3925.32,3909.21,181656224,39.32,1.01,3862.568,3830.933,3777.437,122596792,109236348,101019990
2019/9/6,3946.69,3948.54,3948.51,3922.34,121882376,23.19,0.59,3892.352,3843.698,3793.186,127634236.8,112629127.2,102849329.6
2019/9/9,3980.96,3985.24,3972.95,3954.88,146809760,24.44,0.62,3917.278,3864.402,3806.879,134938320,117924176.8,106085664.8
2019/9/10,3976.87,3976.92,3959.26,3938.74,130889392,-13.69,-0.34,3938.408,3878.633,3821.554,141573273.6,118539968.8,108805119.2
2019/9/11,3969.68,3971.22,3930.1,3922.95,131594872,-29.16,-0.74,3947.228,3891.385,3833.939,142566524.8,122824375.2,110824733.2
2019/9/12,3944.69,3975.93,3972.38,3933.44,110241272,42.28,1.08,3956.64,3909.604,3847.858,128283534.4,125440163.2,111906855.2
2019/9/16,3981.36,3982.2,3957.72,3943.37,110259808,-14.66,-0.37,3958.482,3925.417,3860.217,125959020.8,126796628.8,113003887.2
2019/9/17,3947.16,3947.16,3891.22,3879.49,113694320,-66.5,-1.68,3942.136,3929.707,3865.224,119335932.8,127137126.4,111722252
2019/9/18,3902.99,3923.15,3910.08,3902.51,82056152,18.86,0.48,3932.3,3935.354,3871.341,109569284.8,125571279.2,110394955.2
2019/9/19,3923.96,3924.38,3924.38,3897.07,85984232,14.3,0.37,3931.156,3939.192,3878.472,100447156.8,121506840.8,110579172.8
2019/9/20,3933.46,3942.22,3935.65,3921.41,103455960,11.27,0.29,3923.81,3940.225,3885.579,99090094.4,113686814.4,111461581.2
2019/9/23,3925.19,3925.19,3890.66,3868.21,94036224,-44.99,-1.14,3910.398,3934.44,3889.069,95845377.6,110902199.2,111765663.2
